stamp,person_id,A_h,A_r,A_m,pos_x,pos_y,pos_z,roll,pitch,yaw,is_target,ptu_blind,bbox_u,bbox_v,bbox_w,bbox_h
1778096833.031145,1,0.964236,0.714282,0.688736,1.0530,-0.1319,1.5430,0.000,7.963,-178.832,0,0,369,129,96,113
1778096833.097876,1,0.961371,0.714679,0.687071,1.0565,-0.1304,1.5463,0.000,7.996,-177.501,0,0,368,129,97,113
1778096833.097876,1,0.965466,0.714679,0.689998,1.0565,-0.1304,1.5463,0.000,8.664,-178.114,0,0,369,130,96,114
1778096833.164614,1,0.964151,0.714282,0.688676,1.0530,-0.1319,1.5430,0.000,8.165,-178.370,0,0,369,129,97,113
1778096833.164614,1,0.961196,0.714629,0.686899,1.0530,-0.1319,1.5430,0.000,8.165,-178.370,0,0,369,129,96,113
1778096833.197984,1,0.963720,0.714629,0.688703,1.0565,-0.1323,1.5463,-0.000,8.064,-177.400,0,0,369,129,97,113
1778096833.264722,1,0.965060,0.714629,0.689660,1.0565,-0.1323,1.5463,-0.000,8.490,-178.356,0,0,370,130,96,114
1778096833.264722,1,0.964309,0.714232,0.688741,1.0565,-0.1323,1.5463,-0.000,8.490,-178.356,0,0,370,130,96,114
1778096833.331461,1,0.961089,0.713601,0.685834,1.0502,-0.1334,1.5418,0.000,7.464,-178.423,0,0,370,129,96,113
1778096833.364806,1,0.963892,0.713743,0.687971,1.0527,-0.1337,1.5448,0.000,8.045,-178.783,0,0,370,129,96,113
1778096833.364806,1,0.965059,0.713743,0.688804,1.0527,-0.1337,1.5448,0.000,8.045,-178.783,0,0,370,129,96,113
1778096833.398199,1,0.960348,0.713743,0.685442,1.0527,-0.1337,1.5448,0.000,8.479,-178.474,0,0,370,129,96,114
1778096833.431591,1,0.963130,0.713743,0.687428,1.0527,-0.1337,1.5448,0.000,7.658,-177.883,0,0,370,129,96,115
1778096833.498325,1,0.960173,0.713743,0.685317,1.0527,-0.1337,1.5448,0.000,8.007,-177.171,0,0,370,129,96,115
1778096833.498325,1,0.961330,0.713743,0.686143,1.0527,-0.1337,1.5448,0.000,8.007,-177.171,0,0,369,129,97,115
1778096833.531693,1,0.964023,0.713793,0.688113,1.0527,-0.1337,1.5448,0.000,8.404,-176.971,0,0,370,129,96,115
1778096833.598433,1,0.959937,0.713743,0.685149,1.0527,-0.1337,1.5448,-0.000,7.736,-177.556,0,0,369,129,97,114
1778096833.631789,1,0.956462,0.713793,0.682716,1.0527,-0.1319,1.5448,-0.000,7.800,-175.975,0,0,369,129,96,114
1778096833.665149,1,0.960074,0.713793,0.685294,1.0527,-0.1319,1.5448,0.000,8.085,-176.898,0,0,369,129,96,115
1778096833.665149,1,0.962261,0.713793,0.686855,1.0527,-0.1319,1.5448,0.000,8.085,-176.898,0,0,369,130,96,114
1778096833.731888,1,0.962362,0.713651,0.686791,1.0502,-0.1316,1.5418,-0.000,8.006,-177.844,0,0,369,129,96,115
1778096833.765251,1,0.959485,0.713793,0.684874,1.0527,-0.1319,1.5448,-0.000,7.561,-177.588,0,0,369,129,96,113
1778096833.798626,1,0.965362,0.713163,0.688460,1.0499,-0.1316,1.5436,-0.000,8.885,-177.760,0,0,369,129,96,113
1778096833.831995,1,0.967115,0.713793,0.690320,1.0527,-0.1319,1.5448,0.000,9.249,-177.911,0,0,368,129,97,114
1778096833.831995,1,0.966957,0.713842,0.690254,1.0527,-0.1319,1.5448,0.000,9.249,-177.911,0,0,368,129,96,114
1778096833.865365,1,0.966196,0.713842,0.689711,1.0527,-0.1300,1.5448,0.000,9.115,-177.977,0,0,368,129,96,114
1778096833.932096,1,0.968706,0.713842,0.691503,1.0527,-0.1300,1.5448,0.000,9.174,-178.723,0,0,368,129,96,114
1778096833.932096,1,0.961934,0.713842,0.686669,1.0527,-0.1300,1.5448,0.000,9.174,-178.723,0,0,367,129,95,114
1778096833.965466,1,0.962356,0.713890,0.687016,1.0527,-0.1300,1.5448,0.000,7.728,-178.286,0,0,367,129,95,114
1778096833.998836,1,0.965156,0.713890,0.689016,1.0527,-0.1282,1.5448,0.000,8.423,-177.063,0,0,368,129,96,113
1778096834.032205,1,0.963851,0.713842,0.688037,1.0527,-0.1282,1.5448,0.000,8.838,-177.553,0,0,368,130,96,114
1778096834.065574,1,0.960182,0.713700,0.685282,1.0527,-0.1300,1.5448,-0.000,8.265,-178.119,0,0,368,129,96,113
1778096834.098940,1,0.963225,0.713842,0.687590,1.0502,-0.1298,1.5418,-0.000,7.106,-178.554,0,0,367,130,97,111
1778096834.132298,1,0.966905,0.714379,0.690737,1.0527,-0.1300,1.5448,0.000,8.066,-178.216,0,0,367,129,97,113
1778096834.199041,1,0.966013,0.713890,0.689627,1.0527,-0.1282,1.5448,-0.000,8.330,-178.982,0,0,367,129,96,113
1778096834.232410,1,0.965982,0.713890,0.689605,1.0527,-0.1282,1.5448,-0.000,8.735,-178.127,0,0,367,129,96,111
1778096834.232410,1,0.970005,0.713890,0.692477,1.0527,-0.1282,1.5448,-0.000,8.735,-178.127,0,0,367,129,96,114
1778096834.299156,1,0.972956,0.713890,0.694584,1.0527,-0.1282,1.5448,0.000,10.525,-178.269,0,0,367,128,96,113
1778096834.332525,1,0.970836,0.713402,0.692596,1.0523,-0.1282,1.5466,-0.000,9.671,-178.945,0,0,367,129,96,111
1778096834.365887,1,0.973395,0.714727,0.695712,1.0565,-0.1286,1.5463,0.000,9.929,-179.663,0,0,367,129,96,113
1778096834.399257,1,0.969257,0.714727,0.692754,1.0565,-0.1286,1.5463,0.000,8.969,-179.361,0,0,367,129,96,113
1778096834.399257,1,0.965601,0.713890,0.689333,1.0565,-0.1286,1.5463,0.000,8.969,-179.361,0,0,367,129,96,113
1778096834.432626,1,0.972043,0.714727,0.694746,1.0527,-0.1282,1.5448,0.000,8.520,-178.363,0,0,367,129,96,113
1778096834.465995,1,0.968454,0.714727,0.692180,1.0565,-0.1286,1.5463,0.000,9.529,-179.741,0,0,368,130,96,113
1778096834.532716,1,0.971422,0.714331,0.693917,1.0530,-0.1300,1.5430,0.000,8.970,179.410,0,0,368,129,96,113
1778096834.532716,1,0.967266,0.713842,0.690475,1.0530,-0.1300,1.5430,0.000,8.970,179.410,0,0,368,130,96,113
1778096834.599447,1,0.970736,0.714331,0.693427,1.0530,-0.1300,1.5430,0.000,9.112,-179.784,0,0,368,129,96,113
1778096834.599447,1,0.970569,0.714331,0.693307,1.0530,-0.1300,1.5430,-0.000,8.942,179.908,0,0,368,129,96,113
1778096834.666179,1,0.967553,0.714679,0.691490,1.0565,-0.1304,1.5463,0.000,8.346,-179.935,0,0,368,130,96,113
1778096834.666179,1,0.969317,0.714331,0.692413,1.0565,-0.1304,1.5463,0.000,8.346,-179.935,0,0,368,129,96,113
1778096834.732915,1,0.972831,0.713842,0.694448,1.0527,-0.1300,1.5448,-0.000,9.688,-179.959,0,0,368,129,96,113
